M_Year,M_Material_Item_ID,M_Material_Type,M_Material_Item_Category,M_Material_Item_Detail_1,M_Material_Item_Detail_2,M_Material_Item_Size,M_Material_Item_Size_Unit_Of_Measure,M_Material_Item_Size_Note,M_Material_Item_Standard_Length_mm,M_Material_Item_Standard_Width_or_Diameter_mm,M_Material_Item_Standard_Height_mm,M_Material_Item_Standard_Interior_Diameter_mm,M_Material_Item_Standard_Thinkness_or_Wall_mm,M_Material_Item_Quantity_Unit_of_Measure,M_Material_Group,IBPT_ID,ErrorCode,ErrorColumn,ErrorDescription
2021,ALM00108,Aluminium,U channel,*None,*None,12.7 x 9.54 x 1.5,mm,*None,-1.00,12.70,9.54,-1.00,1.50,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00013,Aluminium,Bar,Flat,*None,25.4 x 4.6,mm,*None,-1.00,25.40,-1.00,-1.00,4.60,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00057,Mild steel,Bar,Round,Bright,28,mm,*None,-1.00,28.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00008,Glass,Clip,Spherical,Nickel,NS29,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00074,Aluminium,Tubing,Round,*None,25.4 x 1.6,mm,*None,-1.00,25.40,-1.00,23.80,1.60,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00001,Brass,Bar,Flat,*None,12.7  x 3.2,mm,*None,-1.00,12.70,-1.00,-1.00,3.20,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00026,Aluminium,Bar,Round,*None,20,mm,*None,-1.00,20.00,-1.00,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00054,Brass,Sheet,*None,*None,9.7,mm,*None,2000.00,1000.00,-1.00,-1.00,9.70,m²,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00064,Stainless steel,Tubing,Dairy,*None,76.3 x 1.5,mm,*None,-1.00,76.30,-1.00,-1.00,1.50,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00077,Stainless steel,Tubing,Hydraulic,*None,9.53,mm,"(3/8"")",-1.00,-1.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00001,Glass,Clip,Conical,POM,NS14,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00015,Tufnol,Tubing,*None,*None,22  x 15.5,mm,*None,-1.00,22.00,-1.00,15.50,6.50,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00066,Mild steel,Bar,Square,*None,10 x 10,mm,*None,-1.00,10.00,10.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00047,Glass,Screw cap,Closed,*None,GL 25,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00045,Glass,Screw cap,Closed,*None,GL 14,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00070,Aluminium,Tubing,Round,*None,19 x 1.2,mm,*None,-1.00,19.00,-1.00,17.80,1.20,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00109,Mild steel,Tubing,Round,*None,60 x 53.5 x 3.25,mm,*None,-1.00,60.00,-1.00,53.50,3.25,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00061,Glass,Stopcock,Single way,PTFE,24-Jun,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00108,Glass,Tubing,Boro,*None,65 x 3.2,mm,*None,-1.00,65.00,-1.00,-1.00,3.20,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00067,Stainless steel,Tubing,Hydraulic,*None,8,mm,*None,-1.00,8.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00062,Aluminium,Tubing,Rectangular,*None,50 x 25 x 2,mm,*None,-1.00,50.00,25.00,-1.00,2.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00020,Perspex,Sheet,*None,*None,8,mm,*None,3050.00,2030.00,-1.00,-1.00,8.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00074,Glass,Tubing,Boro,*None,13 x 1.5,mm,*None,-1.00,13.00,-1.00,-1.00,1.50,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00041,Glass,Rod,Boro,*None,5,mm,*None,-1.00,5.00,-1.00,-1.00,-1.00,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00016,Polypropylene,Sheet,*None,*None,30,mm,*None,1000.00,2000.00,-1.00,-1.00,30.00,m²,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00057,Perspex,Tubing,Round,*None,250 x 240 x 5,mm,*None,-1.00,250.00,-1.00,240.00,5.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00082,Glass,Tubing,Boro,*None,20 x 1.8,mm,*None,-1.00,20.00,-1.00,-1.00,1.80,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00100,Aluminium,Tubing,Square,*None,25.3x25.3x1.6,mm,*None,-1.00,25.30,25.30,-1.00,1.60,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,VNT00004,Vesconite,Rod,*None,*None,30,mm,*None,-1.00,30.00,-1.00,-1.00,-1.00,m,Ertalon/Vescolene,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00094,Glass,Tubing,Boro,*None,40 x 2.3,mm,*None,-1.00,40.00,-1.00,-1.00,2.30,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00116,Mild steel,Tubing,Square,*None,22 x 22 x 1.2,mm,*None,-1.00,22.00,22.00,-1.00,1.20,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00012,Polypropylene,Sheet,*None,*None,8,mm,*None,1000.00,2000.00,-1.00,-1.00,8.00,m²,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00102,Aluminium,Tubing,Square,*None,25.5 x 25.5 x 3.3,mm,*None,-1.00,25.50,25.50,-1.00,3.30,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00004,Stainless steel,Angle iron,*None,*None,50 x 50 x 5,mm,*None,-1.00,50.00,50.00,-1.00,5.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00050,Mild steel,Bar,Round,Bright,10,mm,*None,-1.00,10.00,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00006,Glass,Clip,Spherical,Nickel,NS13,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00106,Aluminium,U channel,*None,*None,9.7 x 9.7 x 1.7,mm,*None,-1.00,9.70,9.70,-1.00,1.70,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00045,Perspex,Tubing,Round,*None,80 x 75 x 2.5,mm,*None,-1.00,80.00,-1.00,75.00,2.50,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00080,Brass,Tubing,Square,*None,25.4 x 25.4 x 1.2,mm,*None,-1.00,25.40,25.40,-1.00,1.20,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00005,Mild steel,Angle iron,*None,*None,30 x 30 x 5,mm,*None,-1.00,30.00,30.00,-1.00,5.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00008,Mild steel,Angle iron,*None,*None,40 x 40 x 6,mm,*None,-1.00,40.00,40.00,-1.00,6.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00023,Brass,Bar,Hexagon,*None,23.88,mm,*None,-1.00,23.88,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00033,Aluminium,Bar,Round,*None,65,mm,*None,-1.00,65.00,-1.00,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00104,Aluminium,Tubing,Square,*None,50.8 x 50.8 x 3.26,mm,*None,-1.00,50.80,50.80,-1.00,3.26,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00019,Brass,Bar,Hexagon,*None,10,mm,*None,-1.00,10.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00044,Glass,Rod,Boro,*None,9,mm,*None,-1.00,9.00,-1.00,-1.00,-1.00,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00011,Polypropylene,Sheet,*None,*None,3,mm,*None,1000.00,2000.00,-1.00,-1.00,3.00,m²,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00109,Aluminium,U channel,*None,*None,12.7 x 12.7 x 2,mm,*None,-1.00,12.70,12.70,-1.00,2.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00005,Polypropylene,Bar,Round,*None,35,mm,*None,-1.00,35.00,-1.00,-1.00,-1.00,m,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,ELT00001,Ertalyte,Rod,*None,*None,20,mm,*None,-1.00,20.00,-1.00,-1.00,-1.00,m,Ertalon/Vescolene,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00080,Mild steel,Sheet,*None,*None,1.5,mm,*None,2450.00,1225.00,-1.00,-1.00,1.50,m²,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00019,Perspex,Sheet,*None,*None,6,mm,*None,3050.00,2030.00,-1.00,-1.00,6.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00076,Glass,Tubing,Boro,*None,14 x 1.5,mm,*None,-1.00,14.00,-1.00,-1.00,1.50,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00088,Glass,Tubing,Boro,*None,30 x 1.4,mm,*None,-1.00,30.00,-1.00,-1.00,1.40,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00102,Mild steel,Tubing,Round,*None,48.5 x 40.7 x 3.9,mm,*None,-1.00,48.50,-1.00,40.70,3.90,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00008,Brass,Bar,Flat,*None,38.26 x 15.89,mm,*None,-1.00,38.26,-1.00,-1.00,15.89,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00028,Brass,Bar,Round,*None,12,mm,*None,-1.00,12.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00114,Glass,Tubing,Boro,*None,100 x 2.5,mm,*None,-1.00,100.00,-1.00,-1.00,2.50,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00099,Glass,Tubing,Boro,*None,48 x 2.3,mm,*None,-1.00,48.00,-1.00,-1.00,2.30,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00020,Mild steel,Bar,Flat,*None,25 x 8,mm,*None,-1.00,25.00,-1.00,-1.00,8.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00048,Perspex,Tubing,Round,*None,110 x 104 x 3,mm,*None,-1.00,110.00,-1.00,104.00,3.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00046,Mild steel,Bar,Round,Bright,4.75,mm,*None,-1.00,4.75,-1.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00016,Glass,Cone,Langpunt,*None,40,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00025,Glass,Filter disc,Por 0,*None,25,mm,*None,-1.00,25.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00046,Brass,Sheet,Engraving,*None,1.2,mm,*None,600.00,2000.00,-1.00,-1.00,1.20,m²,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,CPR00002,Copper,Sheet,*None,*None,0.9,mm,*None,600.00,1800.00,-1.00,-1.00,.90,m²,Copper,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00093,Mild steel,Tubing,Round,*None,16 x 12 x 2,mm,*None,-1.00,16.00,-1.00,12.00,2.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00002,Brass,Bar,Flat,*None,12.7 x 6.5,mm,*None,-1.00,12.70,-1.00,-1.00,6.50,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00039,Glass,Joint,Spherical,Cup,19,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00010,Perspex,Sheet,Opal,*None,5,mm,*None,3050.00,2030.00,-1.00,-1.00,5.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00060,Stainless steel,Tubing,Dairy,*None,51 x 1.2,mm,*None,-1.00,51.00,-1.00,-1.00,1.20,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00090,Aluminium,Tubing,Round,*None,51.5 x 1.2,mm,*None,-1.00,51.50,-1.00,50.30,1.20,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00107,Aluminium,U channel,*None,*None,9.9 x 13 x 2,mm,*None,-1.00,9.90,13.00,-1.00,2.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00040,Aluminium,Sheet,Anodised,*None,1.1,mm,*None,2440.00,1220.00,-1.00,-1.00,1.10,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00003,Tufnol,Sheet,*None,*None,0.76,mm,*None,-1.00,-1.00,-1.00,-1.00,.76,m²,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00092,Mild steel,Tubing,Round,*None,10 x 6 x 2,mm,*None,-1.00,10.00,-1.00,6.00,2.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00058,Brass,Tubing,Round,*None,12.7 x 4,mm,*None,-1.00,12.70,-1.00,8.70,4.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00087,Stainless steel,Tubing,Round,*None,41.2 x 1.5,mm,*None,-1.00,41.20,-1.00,39.70,1.50,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00117,Mild steel,Tubing,Square,*None,22 x 22 x 1.6,mm,*None,-1.00,22.00,22.00,-1.00,1.60,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00038,Mild steel,Bar,Flat,*None,100 x 8,mm,*None,-1.00,100.00,-1.00,-1.00,8.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00007,Perspex,Sheet,Blue,*None,3,mm,*None,3050.00,2030.00,-1.00,-1.00,3.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00002,Mild steel,Angle iron,*None,*None,25 x 25 x 3,mm,*None,-1.00,25.00,25.00,-1.00,3.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00003,Stainless steel,Angle iron,*None,*None,40 x 40 x 3,mm,*None,-1.00,40.00,40.00,-1.00,3.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00022,Mild steel,Bar,Flat,*None,30 x 5,mm,*None,-1.00,30.00,-1.00,-1.00,5.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00017,Mild steel,Bar,Flat,*None,20 x 5,mm,*None,-1.00,20.00,-1.00,-1.00,5.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00009,Stainless steel,Bar,Flat,*None,50 x 5,mm,*None,-1.00,50.00,-1.00,-1.00,5.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00010,Glass,Clip,Spherical,POM,NS19,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00090,Glass,Tubing,Boro,*None,30 x 2.8,mm,*None,-1.00,30.00,-1.00,-1.00,2.80,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,TFL00006,Teflon,Bar,Round,*None,20,mm,*None,-1.00,20.00,-1.00,-1.00,-1.00,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00036,Stainless steel,Bar,Square,*None,12 x 12,mm,*None,-1.00,12.00,12.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00013,Glass,Cone,Langpunt,*None,24,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00057,Aluminium,Sheet,*None,*None,20,mm,*None,2500.00,1250.00,-1.00,-1.00,20.00,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00116,Glass,Tubing,Boro,*None,125 x 5,mm,*None,-1.00,125.00,-1.00,-1.00,5.00,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00121,Glass,Tubing,Soda,*None,8 x 0.9,mm,*None,-1.00,8.00,-1.00,7.10,.90,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00079,Brass,Tubing,Square,*None,19 x 19 x 1.2,mm,*None,-1.00,19.00,19.00,-1.00,1.20,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00067,Mild steel,Bar,Square,*None,12 x 12,mm,*None,-1.00,12.00,12.00,-1.00,-1.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00032,Glass,Filter disc,Por 4,*None,50,mm,*None,-1.00,50.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00054,Aluminium,Sheet,*None,*None,12,mm,*None,2500.00,1250.00,-1.00,-1.00,12.00,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00063,Glass,Stopcock,Single way,SWB,14.5 / 2.5,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00080,Stainless steel,Tubing,Round,*None,6 x 1,mm,*None,-1.00,6.00,-1.00,5.00,1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00012,Stainless steel,Bar,Round,*None,2.5,mm,*None,4200.00,2.50,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00049,Aluminium,Sheet,*None,*None,2.5,mm,*None,2500.00,1250.00,-1.00,-1.00,2.50,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00047,Stainless steel,Sheet,*None,*None,1.2,mm,*None,2500.00,1250.00,-1.00,-1.00,1.20,m²,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00048,Stainless steel,Sheet,*None,*None,1.5,mm,*None,2500.00,1250.00,-1.00,-1.00,1.50,m²,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00004,Tufnol,Sheet,*None,*None,1.6,mm,*None,-1.00,-1.00,-1.00,-1.00,1.60,m²,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00019,Aluminium,Bar,Round,*None,6,mm,*None,-1.00,6.00,-1.00,-1.00,-1.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PVC00009,PVC,Rod,*None,*None,30,mm,*None,-1.00,30.00,-1.00,-1.00,-1.00,m,PVC,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00077,Mild steel,Sheet,*None,*None,0.9,mm,*None,2450.00,1225.00,-1.00,-1.00,.90,m²,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00042,Perspex,Tubing,Round,*None,75 x 69 x 3,mm,*None,-1.00,75.00,-1.00,69.00,3.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00020,Brass,Bar,Hexagon,*None,10.9,mm,*None,-1.00,10.90,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00015,Polypropylene,Sheet,*None,*None,25,mm,*None,1000.00,2000.00,-1.00,-1.00,25.00,m²,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00012,Tufnol,Tubing,*None,*None,16 x 12.5,mm,*None,-1.00,16.00,-1.00,12.50,3.50,m,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00039,Mild steel,Bar,Flat,*None,100 x 10,mm,*None,-1.00,100.00,-1.00,-1.00,10.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00039,Brass,Bar,Round,*None,50,mm,*None,-1.00,50.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00068,Aluminium,Tubing,Round,*None,19 x 3,mm,*None,-1.00,19.00,-1.00,16.00,3.00,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PVC00027,PVC,Tubing,*None,*None,32 x 27 x 2.5,mm,*None,-1.00,32.00,-1.00,27.00,2.50,m,PVC,5,-1071607683,0,The data value violates integrity constraints.

2021,PVC00001,PVC,Rod,*None,*None,5,mm,*None,-1.00,5.00,-1.00,-1.00,-1.00,m,PVC,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00048,Aluminium,Sheet,*None,*None,2,mm,*None,2500.00,1250.00,-1.00,-1.00,2.00,m²,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,PTL00006,Polyethylene,Sheet,*None,*None,40,mm,*None,2000.00,1000.00,-1.00,-1.00,40.00,m²,Polyethylene,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00059,Stainless steel,Tubing,Dairy,*None,48.4 x 3.5,mm,*None,-1.00,48.40,-1.00,-1.00,3.50,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00098,Mild steel,Tubing,Round,*None,42 x 37 x 2.5,mm,*None,-1.00,42.00,-1.00,37.00,2.50,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00101,Mild steel,Tubing,Round,*None,48.5 x 38.6 x 4.95,mm,*None,-1.00,48.50,-1.00,38.60,4.95,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,ALM00001,Aluminium,Angle iron,*None,*None,12.7 x 12.7 x 1.54,mm,*None,-1.00,12.70,12.70,-1.00,1.54,m,Aluminium,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00013,Stainless steel,Bar,Round,*None,3,mm,*None,-1.00,3.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00044,Brass,Bar,Square,*None,38 x 38,mm,*None,-1.00,38.00,38.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00105,Glass,Tubing,Boro,*None,58 x 4.5,mm,*None,-1.00,58.00,-1.00,-1.00,4.50,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00026,Glass,Filter disc,Por 2,*None,60,mm,*None,-1.00,60.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00050,Perspex,Tubing,Round,*None,120 x 114 x 3,mm,*None,-1.00,120.00,-1.00,114.00,3.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,PPL00006,Polypropylene,Bar,Round,*None,40,mm,*None,-1.00,40.00,-1.00,-1.00,-1.00,m,Polypropylene,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00019,Glass,Cone,*None,*None,19,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00042,Glass,Rod,Boro,*None,6,mm,*None,-1.00,6.00,-1.00,-1.00,-1.00,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,CPR00006,Copper,Tubing,*None,*None,19 x 1.9,mm,*None,-1.00,19.00,-1.00,17.10,1.90,m,Copper,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00009,Mild steel,Angle iron,*None,*None,50 x 50 x 5,mm,*None,-1.00,50.00,50.00,-1.00,5.00,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00099,Mild steel,Tubing,Round,*None,43 x 40 x 1.5,mm,*None,-1.00,43.00,-1.00,40.00,1.50,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00005,Glass,Clip,Conical,POM,NS45,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00006,Stainless steel,Bar,Flat,*None,13 x 6,mm,*None,-1.00,13.00,-1.00,-1.00,6.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,SST00026,Stainless steel,Bar,Round,*None,25,mm,*None,-1.00,25.00,-1.00,-1.00,-1.00,m,Stainless steel,5,-1071607683,0,The data value violates integrity constraints.

2021,TFN00008,Tufnol,Sheet,*None,*None,20.36,mm,*None,-1.00,-1.00,-1.00,-1.00,20.36,m²,Tufnol/Teflon,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00084,Glass,Tubing,Boro,*None,24 x 1.2,mm,*None,-1.00,24.00,-1.00,-1.00,1.20,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,BRS00027,Brass,Bar,Round,*None,10,mm,*None,-1.00,10.00,-1.00,-1.00,-1.00,m,Brass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00075,Glass,Tubing,Boro,*None,13 x 2.2,mm,*None,-1.00,13.00,-1.00,-1.00,2.20,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00080,Glass,Tubing,Boro,*None,18 x 1.8,mm,*None,-1.00,18.00,-1.00,-1.00,1.80,m,Glass,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00052,Perspex,Tubing,Round,*None,150 x 140 x 5,mm,*None,-1.00,150.00,-1.00,140.00,5.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00022,Perspex,Sheet,*None,*None,12,mm,*None,3050.00,2030.00,-1.00,-1.00,12.00,m²,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,MST00107,Mild steel,Tubing,Round,*None,60 x 51 x 4.5,mm,*None,-1.00,60.00,-1.00,51.00,4.50,m,Mild steel,5,-1071607683,0,The data value violates integrity constraints.

2021,PSP00038,Perspex,Tubing,Round,*None,60 x 52 x 4,mm,*None,-1.00,60.00,-1.00,52.00,4.00,m,Perspex,5,-1071607683,0,The data value violates integrity constraints.

2021,GLS00002,Glass,Clip,Conical,POM,NS24,*None,*None,-1.00,-1.00,-1.00,-1.00,-1.00,each,Glass,5,-1071607683,0,The data value violates integrity constraints.

