ST_Transaction_ID,ST_Year,ST_Material_Item_ID,ST_Stock_Take_Comment,ST_Length_Measured_m,ST_Width_Measured_m,ST_Full_Units_Counted,ST_Quantity_Scrapped,ST_Unit_Price_incl_VAT,ST_Source_Quantity_on_Hand_Value_excl_VAT,ST_VAT_Decimal,ST_Length_Measured_Indicator,ST_Width_Measured_Indicator,ST_Full_Units_Counted_Indicator,ST_Material_Scrapped_Indicator,ST_Unit_Price_Available_Indicator,ST_VAT_Percentage,IBPT_ID,ErrorCode,ErrorColumn,ErrorDescription

ST2021622,2021,MST00090,*None,3.970,,,,4.07,14.17359649,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021623,2021,MST00091,*None,.000,,,,39.15,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021624,2021,SST00078,*None,3.900,,,,16.15,55.25,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021625,2021,SST00079,*None,6.000,,,,243.96,1284,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021626,2021,ALM00063,*None,21.610,,,,6.34,120.18192980000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021627,2021,ALM00064,*None,2.440,,,,5.69,12.17859649,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021628,2021,ALM00065,*None,10.110,,,,5.69,50.46131579,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021629,2021,ALM00066,*None,1.490,,,,9.50,12.41666667,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021630,2021,ALM00067,*None,2.395,,,,15.96,33.530000000000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021631,2021,ALM00068,*None,30.645,,,,39.12,1051.607368,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021632,2021,ALM00069,*None,5.980,,,,15.96,83.719999999999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021633,2021,ALM00070,*None,29.545,,,,12.16,315.14666670000003,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021634,2021,ALM00071,*None,.000,,,,9.39,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021635,2021,ALM00072,*None,11.900,,,,18.81,196.34999999999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021636,2021,ALM00073,*None,2.505,,,,40.28,88.510000000000005,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021637,2021,ALM00074,*None,18.965,,,,22.04,366.65666670000002,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021638,2021,ALM00075,*None,1.935,,,,45.43,77.111447369999993,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021639,2021,ALM00076,*None,17.360,,,,19.76,300.90666670000002,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021640,2021,ALM00077,*None,5.480,,,,11.97,57.539999999999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021641,2021,ALM00078,*None,7.200,,,,11.97,75.599999999999994,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021642,2021,ALM00079,*None,2.900,,,,11.97,30.449999999999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021643,2021,ALM00080,*None,18.905,,,,33.73,559.35583329999997,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021644,2021,ALM00081,*None,5.635,,,,61.94,306.16833329999997,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021645,2021,ALM00082,*None,6.810,,,,33.73,201.4923684,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021646,2021,ALM00083,*None,.000,,,,61.94,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021647,2021,ALM00084,*None,7.500,,,,32.30,212.5,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021648,2021,ALM00085,*None,.000,,,,102.50,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021649,2021,ALM00086,*None,6.670,,,,32.30,188.9833333,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021650,2021,ALM00087,*None,2.945,,,,32.30,83.441666670000004,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021651,2021,ALM00088,*None,5.950,,,,32.30,168.58333329999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021652,2021,ALM00089,*None,1.630,,,,32.30,46.183333330000004,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021653,2021,ALM00090,*None,2.730,,,,32.30,77.349999999999994,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021654,2021,ALM00092,*None,2.170,,,,65.36,124.41333330000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021655,2021,ALM00093,*None,3.500,,,,75.24,231,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021656,2021,ALM00094,*None,10.260,,,,154.65,1391.8499999999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021657,2021,ALM00095,*None,.920,,,,285.00,230,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021658,2021,BRS00056,*None,3.620,,,,8.36,26.54666667,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021659,2021,BRS00057,No Unit Price available,5.000,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021660,2021,BRS00058,No Unit Price available,1.970,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021661,2021,BRS00059,No Unit Price available,9.870,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021662,2021,BRS00060,*None,22.610,,,,95.65,1897.0583329999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021663,2021,BRS00061,*None,.810,,,,87.52,62.185263159999998,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021664,2021,BRS00062,*None,2.035,,,,126.63,226.04565790000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021665,2021,BRS00063,No Unit Price available,6.680,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021666,2021,BRS00064,No Unit Price available,4.730,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021667,2021,BRS00065,No Unit Price available,.780,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021668,2021,BRS00066,No Unit Price available,1.745,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021669,2021,BRS00067,No Unit Price available,1.870,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021670,2021,BRS00068,*None,6.000,,,,231.00,1215.7894739999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021671,2021,BRS00069,No Unit Price available,2.550,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021672,2021,BRS00070,*None,4.245,,,,364.80,1358.4000000000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021673,2021,BRS00071,No Unit Price available,.000,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021674,2021,BRS00072,No Unit Price available,7.275,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021675,2021,BRS00073,No Unit Price available,1.570,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021676,2021,BRS00074,No Unit Price available,1.370,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021677,2021,BRS00075,No Unit Price available,2.175,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021678,2021,BRS00076,No Unit Price available,.350,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021679,2021,BRS00077,No Unit Price available,2.035,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021680,2021,MST00092,*None,.580,,,,2.98,1.516140351,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021681,2021,MST00093,*None,.860,,,,8.21,6.1935087720000004,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021682,2021,MST00094,*None,3.990,,,,12.38,43.329999999999998,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021683,2021,MST00095,*None,.000,,,,16.92,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021684,2021,MST00096,*None,5.000,,,,31.04,136.14035089999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021685,2021,MST00097,*None,.000,,,,18.66,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021686,2021,MST00098,*None,4.100,,,,30.05,108.07456139999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021687,2021,MST00099,*None,.000,,,,21.06,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021688,2021,MST00100,*None,1.940,,,,19.96,33.967017540000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021689,2021,MST00101,*None,.610,,,,73.29,39.216578949999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021690,2021,MST00102,*None,1.230,,,,56.84,61.327368419999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021691,2021,MST00103,*None,.000,,,,56.84,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021692,2021,MST00104,*None,.000,,,,33.69,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021693,2021,MST00105,*None,13.500,,,,33.69,398.96052630000003,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021694,2021,MST00106,*None,1.130,,,,33.69,33.394473679999997,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021695,2021,MST00107,*None,.000,,,,91.41,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021696,2021,MST00108,*None,4.445,,,,91.41,356.4188158,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021697,2021,MST00109,*None,.380,,,,91.41,30.469999999999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021698,2021,MST00110,*None,.470,,,,75.72,31.217894739999998,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021699,2021,PSP00026,*None,1.160,,,,36.47,37.10982456,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021700,2021,PSP00027,*None,.710,,,,69.16,43.073333329999997,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021701,2021,PSP00028,*None,.000,,,,50.92,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021702,2021,PSP00029,*None,.460,,,,28.07,11.32649123,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021703,2021,PSP00030,*None,.000,,,,65.08,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021704,2021,PSP00031,*None,.000,,,,87.00,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021705,2021,PSP00032,*None,.955,,,,128.17,107.37048249999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021706,2021,PSP00033,*None,.720,,,,114.90,72.568421049999998,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021707,2021,PSP00034,*None,.670,,,,315.87,185.6428947,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021708,2021,PSP00035,*None,.285,,,,353.84,88.459999999999994,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021709,2021,PSP00036,*None,.590,,,,221.74,114.76017539999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021710,2021,PSP00037,*None,.640,,,,557.00,312.70175440000003,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021711,2021,PSP00038,*None,.560,,,,453.53,222.78666670000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021712,2021,PSP00039,*None,.115,,,,204.38,20.617280699999998,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021713,2021,PSP00040,*None,.400,,,,554.40,194.52631579999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021714,2021,PSP00041,*None,1.285,,,,339.98,383.2230702,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021715,2021,PSP00042,*None,.420,,,,339.98,125.25578950000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021716,2021,PSP00043,*None,3.510,,,,635.49,1956.640263,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021717,2021,PSP00044,*None,.530,,,,391.48,182.0038596,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021718,2021,PSP00045,*None,.000,,,,391.48,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021719,2021,PSP00046,*None,1.230,,,,809.03,872.90078949999997,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021720,2021,PSP00047,*None,.390,,,,499.84,170.99789469999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021721,2021,PSP00048,*None,.335,,,,658.20,193.41842109999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021722,2021,PSP00049,*None,.815,,,,930.74,665.3974561,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021723,2021,PSP00050,*None,.245,,,,568.22,122.1174561,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021724,2021,PSP00051,*None,1.010,,,,631.04,559.07929820000004,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021725,2021,PSP00052,*None,1.150,,,,1173.80,1184.096491,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021726,2021,PSP00053,*None,.285,,,,945.00,236.25,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021727,2021,PSP00054,*None,.415,,,,1139.50,414.81798250000003,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021728,2021,PSP00054,*None,.255,,,,1047.79,234.3740789,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021729,2021,PSP00055,*None,.219,,,,1577.78,303.09984209999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021730,2021,PSP00056,*None,1.650,,,,956.30,1384.1184209999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021731,2021,PSP00057,*None,.390,,,,2954.52,1010.756842,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021732,2021,SST00080,*None,.945,,,,38.76,32.130000000000003,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021733,2021,SST00081,*None,.000,,,,57.00,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021734,2021,SST00082,No Unit Price available,.000,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021735,2021,SST00083,*None,3.660,,,,36.48,117.12,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021736,2021,SST00084,No Unit Price available,.000,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021737,2021,SST00085,No Unit Price available,.000,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021738,2021,SST00086,No Unit Price available,.000,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021739,2021,SST00087,No Unit Price available,.000,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021740,2021,SST00088,No Unit Price available,.000,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021741,2021,SST00089,No Unit Price available,.000,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021742,2021,SST00090,No Unit Price available,.000,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021743,2021,SST00091,*None,3.440,,,,197.22,595.12,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021744,2021,GLS00117,No Size units and measurement available,,,6,,18.40,96.842105259999997,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021745,2021,GLS00118,No Size units and measurement available,,,1,,20.24,17.75438596,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021746,2021,GLS00119,No Size units and measurement available,,,8,,36.59,256.77192980000001,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021747,2021,GLS00120,No Size units and measurement available,,,12,,62.11,653.78947370000003,.14,No length measured,No width measured,Full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021748,2021,GLS00121,*None,84.770,,,,20.00,1487.192982,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021749,2021,ALM00096,*None,1.535,,,,9.88,13.303333329999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021750,2021,ALM00097,*None,3.220,,,,21.28,60.106666670000003,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021751,2021,ALM00098,*None,1.945,,,,25.80,44.018421050000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021752,2021,ALM00099,*None,15.075,,,,47.88,633.14999999999998,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021753,2021,ALM00100,*None,26.810,,,,30.66,721.04789470000003,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021754,2021,ALM00101,No Unit Price available,1.080,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021755,2021,ALM00102,*None,8.210,,,,47.88,344.81999999999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021756,2021,ALM00103,*None,3.425,,,,55.10,165.54166670000001,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021757,2021,ALM00104,*None,1.400,,,,168.00,206.31578949999999,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021758,2021,ALM00105,*None,4.730,,,,168.00,697.05263160000004,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021759,2021,BRS00078,No Unit Price available,.000,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021760,2021,BRS00079,No Unit Price available,8.190,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021761,2021,BRS00080,No Unit Price available,3.170,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021762,2021,BRS00081,No Unit Price available,10.835,,,,,0,.14,Length measured,No width measured,No full units counted,No material scrapped,No unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021763,2021,MST00111,*None,30.245,,,,9.20,244.0824561,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021764,2021,MST00112,*None,102.970,,,,9.20,830.9859649,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021765,2021,MST00113,*None,12.040,,,,9.20,97.164912279999996,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021766,2021,MST00114,*None,.000,,,,14.39,0,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

ST2021767,2021,MST00115,*None,8.465,,,,14.39,106.8520614,.14,Length measured,No width measured,No full units counted,No material scrapped,Unit price available,14%,6,-1071607683,0,The data value violates integrity constraints.

